19.1938 8.97576
16.154 16.0369
19.4776 81.1602
31.0555 82.7104
48.9384 62.8073
59.3166 72.8659
97.8353 50.9535
63.8219 40.989
31.2307 16.9177
23.0236 12.4313
24.6558 16.5092
30.8934 8.67202
36.5867 31.5125
38.2881 21.5435
34.354 22.4211
31.8626 21.4101
9.58274 43.2496
32.1533 54.0532
30.4047 82.5322
26.0474 88.7775
40.8064 95.2769
32.4419 42.8623
37.1336 40.721
35.4361 34.7999
54.2543 58.8268
46.4899 71.1814
57.3174 85.9826
99.5206 83.3824
76.1234 65.3174
99.2516 45.4693
94.0206 43.0696
64.8226 15.4304
60.8629 28.5738
58.5009 31.5611
42.2749 22.8459
44.1734 8.91513
46.9783 5.65839
60.5924 0.842268
63.4271 4.5418
11.1741 9.73759
10.9244 10.1017
8.09776 18.4457
18.4617 21.3286
17.8585 19.2004
25.553 11.5683
29.3449 5.37669
31.8858 16.9229
37.0238 15.7813
39.2572 5.10553
54.0381 20.2849
50.1851 18.5604
37.9435 21.2372
35.0923 29.0942
36.0633 31.6392
42.6818 32.9365
47.6129 31.4635
54.3317 54.1569
50.9975 34.3996
45.6035 53.4553
36.0421 52.7357
16.8166 47.8645
24.3006 47.5581
25.766 44.2119
32.9049 43.764
16.5835 37.0724
13.0725 42.0081
10.4625 44.7745
0.305024 50.7761
0.101676 55.8842
2.35002 55.2407
9.24179 55.149
13.915 74.1675
6.07554 64.4175
5.99912 65.6844
4.77705 76.5237
0.0404943 87.7657
2.61734 93.15
1.14429 99.722
5.59595 99.0699
8.22586 97.5511
10.7345 84.7093
18.5122 80.5383
31.8935 72.234
30.5661 87.9997
25.6226 99.189
42.8275 84.89
40.5594 98.7716
35.5117 75.951
54.3492 71.2717
36.3275 64.591
49.2026 69.4418
27.2778 67.9115
20.1345 62.8877
32.6414 56.0783
27.744 54.8333
40.9102 62.8026
54.7303 54.3407
55.3006 61.4672
67.3441 62.7844
71.7097 57.9831
67.6398 80.9786
72.6498 76.4987
64.6215 74.7859
61.5138 62.7942
65.1322 83.0765
60.5824 89.2483
64.0791 94.7434
69.5377 98.6089
69.8165 93.7485
71.287 93.4057
70.0357 82.9103
75.3531 85.7435
85.4909 87.5184
85.4573 99.8128
88.7805 99.9299
99.4205 93.8588
96.5671 91.4253
90.3914 91.0241
99.388 71.8182
95.963 72.956
77.7143 78.843
73.8632 80.2833
80.4604 58.0959
79.8728 62.6881
85.7471 61.0329
94.8173 67.4378
92.1297 54.8191
94.908 47.5805
84.9944 45.2325
82.7608 33.8882
81.4263 39.6055
81.4931 41.5292
82.642 50.7218
81.0788 49.6084
67.1986 51.9485
60.6589 46.9217
59.7086 46.1347
65.1163 44.9356
71.1017 29.629
77.0579 38.7528
77.9899 30.9119
67.2138 22.8622
62.3081 22.2406
61.5924 27.8703
60.2611 4.02152
59.982 13.8464
61.1799 18.627
64.9572 5.48247
81.8534 19.4725
70.7355 14.6646
79.3803 28.8732
85.0694 29.495
97.3665 20.7986
97.8915 21.2627
98.5625 18.9994
91.7079 9.76213
0.366925 5.91624
3.21917 5.76477
4.0302 7.94318
5.99538 13.6333
7.14946 10.2264
3.94137 9.67115
2.0797 13.0526
0.659965 18.325
1.08912 18.8947
2.49895 20.1193
4.60035 19.0881
3.07819 16.4497
7.96073 15.155
5.28143 14.4795
13.662 16.2702
9.04944 19.8495
12.1165 20.7061
18.5371 20.3381
19.6804 22.5606
17.9858 15.9076
17.8869 15.1187
18.4551 12.9184
18.2865 13.1254
17.5768 14.1981
10.9551 7.74411
8.61018 2.04951
13.489 7.57208
14.4411 7.5687
19.111 5.38062
22.6278 1.13226
26.0004 6.47834
25.3211 9.1076
26.3739 9.22054
38.0442 6.81066
37.4381 4.84439
31.1458 0.871213
38.288 0.124021
39.9314 0.618061
40.3151 0.422759
45.4813 2.85035
42.6952 7.70107
41.9707 6.14924
39.6615 4.98197
34.1306 13.4745
37.9119 11.1321
45.9539 12.2516
46.3328 14.1269
45.74 19.3431
40.7081 16.1126
36.048 17.3573
32.3265 14.7635
30.4871 17.3856
27.8797 13.0877
27.4961 11.3257
22.7191 12.5076
23.4488 17.6179
23.3764 19.8456
20.5293 21.3222
31.2631 23.3625
31.1297 24.9956
33.7118 26.6507
34.1338 32.8064
35.1039 30.1305
34.8181 29.9143
35.4024 29.3273
37.3949 28.6961
42.3426 26.7266
44.5874 23.2865
41.1203 33.3669
45.9342 34.1202
37.8737 29.8569
36.8511 29.544
34.7975 34.1864
39.1576 36.6435
44.0185 37.4121
45.9868 38.2545
38.1261 38.2804
37.9971 48.1756
35.7518 45.4735
34.5967 47.312
33.4491 48.0355
32.4075 47.1741
32.9232 41.3438
26.2601 36.9631
31.6362 44.3886
31.3154 47.8708
27.914 47.9817
20.2023 44.4582
18.253 47.9147
16.6551 42.2416
12.4393 41.2777
17.2671 42.2371
17.4358 40.2328
18.1646 38.5954
21.5419 37.4816
24.2259 33.595
25.7393 24.5329
25.9338 23.6671
15.6434 25.809
16.2574 24.8222
13.4856 26.5448
18.8725 37.5763
11.6413 28.6247
7.90752 25.7398
10.5784 25.4712
2.36032 29.8125
1.5081 23.0012
3.75536 30.519
6.95779 30.6383
9.0977 33.5582
1.0052 35.0408
11.2807 37.3984
11.5208 32.9135
8.31248 45.0073
12.1396 45.7318
7.06021 42.3601
0.587881 41.9197
5.48882 51.4118
3.36004 53.3566
0.241174 56.0691
7.54664 55.7945
7.01969 59.4998
6.69682 51.2743
6.92352 48.6162
12.8474 52.9909
13.1652 53.5464
21.9353 51.7858
16.7495 59.3751
16.8947 56.335
16.4762 56.8117
14.2751 55.9571
15.7142 64.1264
16.7557 63.1135
17.7117 59.96
18.0483 66.1559
18.2694 68.1431
17.5756 65.2901
16.2876 65.4306
13.7619 67.0715
12.4328 67.2026
11.6835 65.7314
7.81885 64.4243
1.39576 62.1016
6.38225 66.2732
6.22373 67.874
0.888635 70.6901
1.83047 74.8114
9.19674 73.2138
11.1365 72.4062
5.0217 81.4101
2.83577 75.523
2.73633 79.5575
2.46753 84.7072
1.46734 87.2654
3.88094 90.3095
3.95552 93.8138
3.96783 94.2864
10.7673 93.2317
5.50212 90.8993
6.56885 85.7488
17.1707 86.5355
12.0296 87.9404
17.2313 95.3168
19.5512 98.6141
17.2339 97.0678
17.7289 96.8179
19.7241 87.9745
15.2962 81.0027
19.5253 83.8039
12.377 84.4741
11.8625 82.6472
14.5038 77.3263
15.6773 80.8617
20.4374 79.5028
23.1521 77.6149
25.1786 79.6589
29.9366 80.7651
31.1162 77.8788
31.0687 83.3488
35.4677 85.1928
26.94 83.6714
23.7349 82.0919
24.1806 92.6062
25.279 97.6006
24.9237 99.5193
32.9129 93.9317
30.7336 94.8835
31.2429 91.543
28.8804 87.4782
38.2222 89.4037
36.6762 98.9636
36.6435 99.5489
46.0118 99.3455
41.9278 99.7102
42.3043 95.8847
38.4153 88.5001
42.3778 85.9031
40.1962 86.0419
36.5993 84.142
35.5913 87.224
42.4081 72.7101
42.3055 77.9649
45.5579 81.74
45.758 72.7937
41.3736 68.7746
42.6868 68.2379
42.9168 63.1936
40.3989 67.7494
34.1913 68.696
32.1803 68.7164
33.3341 71.3553
31.343 65.3495
23.905 71.3605
23.6876 64.6188
23.4906 71.7599
23.6445 63.2217
23.7382 64.0189
25.5001 60.6295
27.3519 63.457
27.2601 58.6773
23.8123 57.7595
23.7339 59.114
26.538 57.0692
27.0629 57.2097
29.1395 54.0231
31.5451 51.7341
34.5653 53.0149
36.2483 53.1838
34.5639 53.6312
31.7753 57.2927
38.6553 57.9413
45.1326 57.2449
40.0728 55.7089
40.9351 54.9061
52.6441 54.7936
49.0107 55.7071
54.0419 58.7815
58.8627 63.5455
54.6978 53.5386
61.633 52.9148
55.3719 50.0665
66.5289 51.1803
66.5655 52.4699
66.7558 54.7403
68.3001 62.0293
72.989 64.5093
64.5615 64.5463
64.2093 55.8975
56.3201 66.8405
56.9658 65.434
62.6112 71.0237
71.0444 73.7424
69.8123 74.7836
58.265 74.8934
55.8416 74.0385
52.661 76.1785
51.3855 72.1963
52.7792 70.6685
55.3996 67.1245
48.0406 68.1802
48.3483 70.2247
47.5445 74.2075
47.2416 74.2153
53.3063 77.7
54.1162 79.8243
60.6494 77.5771
53.261 84.922
58.3802 89.7484
52.8302 80.0312
50.6445 84.6915
53.8144 90.0668
53.7441 91.4379
50.1182 99.8133
56.3348 97.6621
55.9736 97.6544
58.4916 95.7949
57.773 91.2208
61.372 89.8023
65.556 93.9647
66.5988 99.3332
67.9362 96.6421
68.1551 98.855
71.2598 93.7863
67.2782 88.821
66.6167 87.4766
64.1074 86.3757
62.5335 87.6831
60.7352 87.8769
61.6326 85.7771
65.3417 78.7169
65.6698 79.4107
72.5535 79.9122
